site,id,event,event_code,year,first_yes_doy,tag
HARV,NEON.PLA.D01.HARV.06024,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06024,colored_leaf,4,2016,207,training
HARV,NEON.PLA.D01.HARV.06023,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06023,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06023,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06023,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06023,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06012,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06012,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06012,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06012,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06012,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06036,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06036,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06036,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06036,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06036,colored_leaf,4,2016,221,training
HARV,NEON.PLA.D01.HARV.06017,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06017,young_leaf,2,2016,116,training
HARV,NEON.PLA.D01.HARV.06017,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06017,full_leaf,3,2016,116,training
HARV,NEON.PLA.D01.HARV.06017,colored_leaf,4,2016,256,training
HARV,NEON.PLA.D01.HARV.06094,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06094,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06094,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06094,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06094,colored_leaf,4,2016,256,training
HARV,NEON.PLA.D01.HARV.06049,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06049,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06049,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06049,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06049,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06050,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06050,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06050,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06050,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06050,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06087,first_leaf,1,2016,118,training
HARV,NEON.PLA.D01.HARV.06087,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06085,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06085,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06062,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06062,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06006,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06006,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06006,fallen_leaf,5,2016,284,training
HARV,NEON.PLA.D01.HARV.06006,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06006,colored_leaf,4,2016,270,training
HARV,NEON.PLA.D01.HARV.06031,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06031,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06031,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06031,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06031,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06014,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06014,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06014,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06014,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06014,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06010,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06010,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06010,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06010,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06010,colored_leaf,4,2016,284,training
HARV,NEON.PLA.D01.HARV.06082,first_leaf,1,2016,125,training
HARV,NEON.PLA.D01.HARV.06082,full_leaf,3,2016,137,training
HARV,NEON.PLA.D01.HARV.06032,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06032,young_leaf,2,2016,116,training
HARV,NEON.PLA.D01.HARV.06032,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06032,full_leaf,3,2016,116,training
HARV,NEON.PLA.D01.HARV.06032,colored_leaf,4,2016,193,training
HARV,NEON.PLA.D01.HARV.06068,first_leaf,1,2016,120,training
HARV,NEON.PLA.D01.HARV.06068,full_leaf,3,2016,132,training
HARV,NEON.PLA.D01.HARV.06009,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06009,young_leaf,2,2016,120,training
HARV,NEON.PLA.D01.HARV.06009,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06009,full_leaf,3,2016,120,training
HARV,NEON.PLA.D01.HARV.06009,colored_leaf,4,2016,235,training
HARV,NEON.PLA.D01.HARV.06081,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06081,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06003,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06003,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06003,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06003,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06003,colored_leaf,4,2016,277,training
HARV,NEON.PLA.D01.HARV.06013,first_leaf,1,2016,118,training
HARV,NEON.PLA.D01.HARV.06013,young_leaf,2,2016,132,training
HARV,NEON.PLA.D01.HARV.06013,fallen_leaf,5,2016,106,training
HARV,NEON.PLA.D01.HARV.06013,full_leaf,3,2016,132,training
HARV,NEON.PLA.D01.HARV.06013,colored_leaf,4,2016,187,training
HARV,NEON.PLA.D01.HARV.06004,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06004,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06004,fallen_leaf,5,2016,284,training
HARV,NEON.PLA.D01.HARV.06004,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06004,colored_leaf,4,2016,277,training
HARV,NEON.PLA.D01.HARV.06076,first_leaf,1,2016,123,training
HARV,NEON.PLA.D01.HARV.06076,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06027,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06027,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06027,fallen_leaf,5,2016,214,training
HARV,NEON.PLA.D01.HARV.06027,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06027,colored_leaf,4,2016,214,training
HARV,NEON.PLA.D01.HARV.06047,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06047,young_leaf,2,2016,118,training
HARV,NEON.PLA.D01.HARV.06047,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06047,full_leaf,3,2016,118,training
HARV,NEON.PLA.D01.HARV.06047,colored_leaf,4,2016,242,training
HARV,NEON.PLA.D01.HARV.06056,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06056,young_leaf,2,2016,132,training
HARV,NEON.PLA.D01.HARV.06056,fallen_leaf,5,2016,284,training
HARV,NEON.PLA.D01.HARV.06056,full_leaf,3,2016,132,training
HARV,NEON.PLA.D01.HARV.06056,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06057,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06057,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06057,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06057,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06057,colored_leaf,4,2016,277,training
HARV,NEON.PLA.D01.HARV.06073,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06073,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06048,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06048,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06048,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06048,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06048,colored_leaf,4,2016,284,training
HARV,NEON.PLA.D01.HARV.06051,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06051,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06051,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06051,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06051,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06042,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06042,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06042,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06042,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06042,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06058,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06058,young_leaf,2,2016,118,training
HARV,NEON.PLA.D01.HARV.06058,fallen_leaf,5,2016,284,training
HARV,NEON.PLA.D01.HARV.06058,full_leaf,3,2016,118,training
HARV,NEON.PLA.D01.HARV.06058,colored_leaf,4,2016,235,training
HARV,NEON.PLA.D01.HARV.06054,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06054,young_leaf,2,2016,120,training
HARV,NEON.PLA.D01.HARV.06054,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06054,full_leaf,3,2016,120,training
HARV,NEON.PLA.D01.HARV.06054,colored_leaf,4,2016,221,training
HARV,NEON.PLA.D01.HARV.06064,first_leaf,1,2016,118,training
HARV,NEON.PLA.D01.HARV.06064,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06043,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06043,young_leaf,2,2016,127,training
HARV,NEON.PLA.D01.HARV.06043,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06043,full_leaf,3,2016,127,training
HARV,NEON.PLA.D01.HARV.06043,colored_leaf,4,2016,187,training
HARV,NEON.PLA.D01.HARV.06060,first_leaf,1,2016,130,training
HARV,NEON.PLA.D01.HARV.06060,young_leaf,2,2016,132,training
HARV,NEON.PLA.D01.HARV.06060,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06060,full_leaf,3,2016,132,training
HARV,NEON.PLA.D01.HARV.06060,colored_leaf,4,2016,174,training
HARV,NEON.PLA.D01.HARV.06089,first_leaf,1,2016,118,training
HARV,NEON.PLA.D01.HARV.06089,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06090,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06090,full_leaf,3,2016,139,training
HARV,NEON.PLA.D01.HARV.06052,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06052,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06052,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06052,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06052,colored_leaf,4,2016,242,training
HARV,NEON.PLA.D01.HARV.06551,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06551,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06551,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06551,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06551,colored_leaf,4,2016,277,training
HARV,NEON.PLA.D01.HARV.06544,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06544,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06544,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06544,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06544,colored_leaf,4,2016,277,training
HARV,NEON.PLA.D01.HARV.06540,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06540,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06540,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06540,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06540,colored_leaf,4,2016,200,training
HARV,NEON.PLA.D01.HARV.06550,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06550,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06550,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06550,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06550,colored_leaf,4,2016,270,training
HARV,NEON.PLA.D01.HARV.06549,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06549,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06549,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06549,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06549,colored_leaf,4,2016,200,training
HARV,NEON.PLA.D01.HARV.06556,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06556,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06556,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06556,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06556,colored_leaf,4,2016,256,training
HARV,NEON.PLA.D01.HARV.06554,first_leaf,1,2016,127,training
HARV,NEON.PLA.D01.HARV.06554,young_leaf,2,2016,134,training
HARV,NEON.PLA.D01.HARV.06554,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06554,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06554,colored_leaf,4,2016,176,training
HARV,NEON.PLA.D01.HARV.06555,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06555,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06555,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06555,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06555,colored_leaf,4,2016,270,training
HARV,NEON.PLA.D01.HARV.06552,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06552,young_leaf,2,2016,134,training
HARV,NEON.PLA.D01.HARV.06552,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06552,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06552,colored_leaf,4,2016,277,training
HARV,NEON.PLA.D01.HARV.06553,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06553,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06553,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06553,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06553,colored_leaf,4,2016,270,training
HARV,NEON.PLA.D01.HARV.06547,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06547,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06547,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06547,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06547,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06545,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06545,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06545,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06545,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06545,colored_leaf,4,2016,250,training
HARV,NEON.PLA.D01.HARV.00082,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.00082,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.00082,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.00082,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.00082,colored_leaf,4,2016,235,training
HARV,NEON.PLA.D01.HARV.06541,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06541,young_leaf,2,2016,127,training
HARV,NEON.PLA.D01.HARV.06541,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06541,full_leaf,3,2016,127,training
HARV,NEON.PLA.D01.HARV.06541,colored_leaf,4,2016,250,training
HARV,NEON.PLA.D01.HARV.06542,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06542,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06542,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06542,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06542,colored_leaf,4,2016,250,training
HARV,NEON.PLA.D01.HARV.06543,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06543,young_leaf,2,2016,125,training
HARV,NEON.PLA.D01.HARV.06543,fallen_leaf,5,2016,298,training
HARV,NEON.PLA.D01.HARV.06543,full_leaf,3,2016,125,training
HARV,NEON.PLA.D01.HARV.06543,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06548,first_leaf,1,2016,113,training
HARV,NEON.PLA.D01.HARV.06548,young_leaf,2,2016,123,training
HARV,NEON.PLA.D01.HARV.06548,fallen_leaf,5,2016,270,training
HARV,NEON.PLA.D01.HARV.06548,full_leaf,3,2016,123,training
HARV,NEON.PLA.D01.HARV.06548,colored_leaf,4,2016,176,training
HARV,NEON.PLA.D01.HARV.06086,first_leaf,1,2016,127,training
HARV,NEON.PLA.D01.HARV.06086,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06198,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06198,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06197,first_leaf,1,2016,118,training
HARV,NEON.PLA.D01.HARV.06197,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06192,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06192,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06193,first_leaf,1,2016,118,validation_spatial
HARV,NEON.PLA.D01.HARV.06193,full_leaf,3,2016,134,validation_spatial
HARV,NEON.PLA.D01.HARV.06189,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06189,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06195,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06195,full_leaf,3,2016,132,training
HARV,NEON.PLA.D01.HARV.06199,first_leaf,1,2016,102,training
HARV,NEON.PLA.D01.HARV.06199,full_leaf,3,2016,132,training
HARV,NEON.PLA.D01.HARV.06190,first_leaf,1,2016,125,training
HARV,NEON.PLA.D01.HARV.06190,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06538,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06538,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06538,fallen_leaf,5,2016,277,training
HARV,NEON.PLA.D01.HARV.06538,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06538,colored_leaf,4,2016,270,training
HARV,NEON.PLA.D01.HARV.06539,first_leaf,1,2016,120,training
HARV,NEON.PLA.D01.HARV.06539,young_leaf,2,2016,137,training
HARV,NEON.PLA.D01.HARV.06539,fallen_leaf,5,2016,284,training
HARV,NEON.PLA.D01.HARV.06539,full_leaf,3,2016,137,training
HARV,NEON.PLA.D01.HARV.06539,colored_leaf,4,2016,180,training
HARV,NEON.PLA.D01.HARV.06535,first_leaf,1,2016,118,training
HARV,NEON.PLA.D01.HARV.06535,full_leaf,3,2016,137,training
HARV,NEON.PLA.D01.HARV.06537,first_leaf,1,2016,125,training
HARV,NEON.PLA.D01.HARV.06537,full_leaf,3,2016,139,training
HARV,NEON.PLA.D01.HARV.06534,first_leaf,1,2016,118,training
HARV,NEON.PLA.D01.HARV.06534,full_leaf,3,2016,127,training
HARV,NEON.PLA.D01.HARV.06533,first_leaf,1,2016,116,training
HARV,NEON.PLA.D01.HARV.06533,young_leaf,2,2016,130,training
HARV,NEON.PLA.D01.HARV.06533,fallen_leaf,5,2016,284,training
HARV,NEON.PLA.D01.HARV.06533,full_leaf,3,2016,130,training
HARV,NEON.PLA.D01.HARV.06533,colored_leaf,4,2016,264,training
HARV,NEON.PLA.D01.HARV.06531,first_leaf,1,2016,111,training
HARV,NEON.PLA.D01.HARV.06531,young_leaf,2,2016,134,training
HARV,NEON.PLA.D01.HARV.06531,fallen_leaf,5,2016,291,training
HARV,NEON.PLA.D01.HARV.06531,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06531,colored_leaf,4,2016,277,training
HARV,NEON.PLA.D01.HARV.06536,first_leaf,1,2016,123,training
HARV,NEON.PLA.D01.HARV.06536,full_leaf,3,2016,134,training
HARV,NEON.PLA.D01.HARV.06187,full_leaf,3,2016,137,training
HARV,NEON.PLA.D01.HARV.06188,full_leaf,3,2016,137,training
HARV,NEON.PLA.D01.HARV.06186,full_leaf,3,2016,180,training
SJER,NEON.PLA.D17.SJER.06015,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06015,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06015,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06023,fallen_leaf,5,2016,301,validation_spatial
SJER,NEON.PLA.D17.SJER.06023,full_leaf,3,2016,301,validation_spatial
SJER,NEON.PLA.D17.SJER.06023,colored_leaf,4,2016,301,validation_spatial
SJER,NEON.PLA.D17.SJER.06026,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06026,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06026,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06020,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06020,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06020,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06021,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06021,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06021,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06028,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06028,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06028,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06016,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06016,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06016,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06022,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06022,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06022,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06029,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06029,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06029,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06018,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06018,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06018,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06008,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06008,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06008,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06017,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06017,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06017,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06009,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06009,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06009,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06011,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06011,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06011,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06003,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06003,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06003,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06027,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06027,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06027,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06019,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06019,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06019,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06004,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06004,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06004,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06030,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06030,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06030,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06007,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06007,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06007,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06005,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06005,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06005,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06025,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06025,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06025,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06001,fallen_leaf,5,2016,301,training
SJER,NEON.PLA.D17.SJER.06001,full_leaf,3,2016,301,training
SJER,NEON.PLA.D17.SJER.06001,colored_leaf,4,2016,301,training
SJER,NEON.PLA.D17.SJER.06024,fallen_leaf,5,2016,301,validation_spatial
SJER,NEON.PLA.D17.SJER.06024,full_leaf,3,2016,301,validation_spatial
SJER,NEON.PLA.D17.SJER.06024,colored_leaf,4,2016,301,validation_spatial
