site,date,evi,tag
HARV,2018-10-24,0.26730000000000004,training
SJER,2018-10-24,0.1946,training
HARV,2018-11-09,0.2389,training
SJER,2018-11-09,0.2105,training
HARV,2018-11-25,0.2833,training
SJER,2018-11-25,0.2093,training
HARV,2018-12-11,0.2455,training
SJER,2018-12-11,0.2696,training
HARV,2018-12-27,0.2355,training
SJER,2018-12-27,0.2352,training
HARV,2019-01-09,0.2529,training
SJER,2019-01-09,0.2947,training
HARV,2019-01-25,0.2334,training
SJER,2019-01-25,0.3024,training
HARV,2019-02-10,0.2841,training
SJER,2019-02-10,0.30660000000000004,training
HARV,2019-02-26,0.1607,training
SJER,2019-02-26,0.3553,training
HARV,2019-03-14,0.27640000000000003,training
SJER,2019-03-14,0.4519,training
HARV,2019-03-30,0.32880000000000004,training
SJER,2019-03-30,0.4326,training
HARV,2019-04-15,0.2738,training
SJER,2019-04-15,0.3569,training
HARV,2019-05-01,0.2742,training
SJER,2019-05-01,0.31720000000000004,training
HARV,2019-05-17,0.4794000000000001,training
SJER,2019-05-17,0.2101,training
HARV,2019-06-02,0.6308,training
SJER,2019-06-02,0.2184,training
HARV,2019-06-18,0.746,training
SJER,2019-06-18,0.2298,training
HARV,2019-07-04,0.7155,training
SJER,2019-07-04,0.1969,training
HARV,2019-07-20,0.5885,training
SJER,2019-07-20,0.2038,training
HARV,2019-08-05,0.6045,training
SJER,2019-08-05,0.1869,training
HARV,2019-08-21,0.6095,training
SJER,2019-08-21,0.1857,training
HARV,2019-09-06,0.6084,training
SJER,2019-09-06,0.1942,training
HARV,2019-09-22,0.5186000000000001,training
SJER,2019-09-22,0.1877,training
HARV,2019-10-08,0.4338,training
SJER,2019-10-08,0.192,training
HARV,2019-10-24,0.2939,training
SJER,2019-10-24,0.185,training
HARV,2019-11-09,0.2647,training
SJER,2019-11-09,0.2036,training
HARV,2019-11-25,0.1939,training
SJER,2019-11-25,0.2154,training
HARV,2019-12-11,0.1946,training
SJER,2019-12-11,0.2179,training
HARV,2019-12-27,0.2479,training
SJER,2019-12-27,0.31970000000000004,training
HARV,2020-01-09,0.1987,training
SJER,2020-01-09,0.2868,training
HARV,2020-01-25,0.33490000000000003,training
SJER,2020-01-25,0.3828,training
HARV,2020-02-10,0.2062,training
SJER,2020-02-10,0.4024,training
HARV,2020-02-26,0.2496,training
SJER,2020-02-26,0.3645,training
HARV,2020-03-13,0.2566,training
SJER,2020-03-13,0.3822,training
HARV,2020-03-29,0.2621,training
SJER,2020-03-29,0.3737,training
HARV,2020-04-14,0.2225,training
SJER,2020-04-14,0.3767,training
HARV,2020-04-30,0.308,training
SJER,2020-04-30,0.2786,training
HARV,2020-05-16,0.5253,training
SJER,2020-05-16,0.2279,training
HARV,2020-06-01,0.6279,training
SJER,2020-06-01,0.1826,training
HARV,2020-06-17,0.7174,training
SJER,2020-06-17,0.1896,training
HARV,2020-07-03,0.7249,training
SJER,2020-07-03,0.1772,training
HARV,2020-07-19,0.7055,training
SJER,2020-07-19,0.17850000000000002,training
HARV,2020-08-04,0.7032,training
SJER,2020-08-04,0.1791,training
HARV,2020-08-20,0.6256,training
SJER,2020-08-20,0.1899,training
HARV,2020-09-05,0.6089,training
SJER,2020-09-05,0.1789,training
HARV,2020-09-21,0.5915,training
SJER,2020-09-21,0.1821,training
HARV,2020-10-07,0.4464,training
SJER,2020-10-07,0.1693,training
HARV,2020-10-23,0.30560000000000004,training
SJER,2020-10-23,0.1807,training
HARV,2020-11-08,0.2631,training
SJER,2020-11-08,0.2086,training
HARV,2020-11-24,0.2264,training
SJER,2020-11-24,0.1983,training
HARV,2020-12-10,0.0704,training
SJER,2020-12-10,0.24700000000000005,training
HARV,2020-12-26,0.2452,training
SJER,2020-12-26,0.2843,training
HARV,2021-01-09,0.2702,validation_temporal
SJER,2021-01-09,0.3115,validation_temporal
HARV,2021-01-25,0.2489,validation_temporal
SJER,2021-01-25,0.3867,validation_temporal
HARV,2021-02-10,0.1434,validation_temporal
SJER,2021-02-10,0.4118,validation_temporal
HARV,2021-02-26,0.2632,validation_temporal
SJER,2021-02-26,0.402,validation_temporal
HARV,2021-03-14,0.2538,validation_temporal
SJER,2021-03-14,0.4194,validation_temporal
HARV,2021-03-30,0.2505,validation_temporal
SJER,2021-03-30,0.4418,validation_temporal
HARV,2021-04-15,0.25680000000000003,validation_temporal
SJER,2021-04-15,0.341,validation_temporal
HARV,2021-05-01,0.28,validation_temporal
SJER,2021-05-01,0.259,validation_temporal
HARV,2021-05-17,0.676,validation_temporal
SJER,2021-05-17,0.2307,validation_temporal
HARV,2021-06-02,0.6597000000000001,validation_temporal
SJER,2021-06-02,0.2141,validation_temporal
HARV,2021-06-18,0.67,validation_temporal
SJER,2021-06-18,0.2235,validation_temporal
HARV,2021-07-04,0.6331,validation_temporal
SJER,2021-07-04,0.2082,validation_temporal
HARV,2021-07-20,0.6501,validation_temporal
SJER,2021-07-20,0.21,validation_temporal
HARV,2021-08-05,0.6113000000000001,validation_temporal
SJER,2021-08-05,0.2158,validation_temporal
HARV,2021-08-21,0.5776,validation_temporal
SJER,2021-08-21,0.2011,validation_temporal
HARV,2021-09-06,0.5202,validation_temporal
SJER,2021-09-06,0.2057,validation_temporal
HARV,2021-09-22,0.5258,validation_temporal
SJER,2021-09-22,0.21,validation_temporal
HARV,2021-10-08,0.4719,validation_temporal
SJER,2021-10-08,0.2322,validation_temporal
HARV,2021-10-24,0.4524,validation_temporal
SJER,2021-10-24,0.229,validation_temporal
HARV,2021-11-09,0.3179,validation_temporal
SJER,2021-11-09,0.33440000000000003,validation_temporal
HARV,2021-11-25,0.1681,validation_temporal
SJER,2021-11-25,0.3269,validation_temporal
HARV,2021-12-11,0.2491,validation_temporal
SJER,2021-12-11,0.331,validation_temporal
HARV,2021-12-27,0.2317,validation_temporal
SJER,2021-12-27,0.3431,validation_temporal
HARV,2022-01-09,0.1499,validation_temporal
SJER,2022-01-09,0.3483,validation_temporal
HARV,2022-01-25,0.25420000000000004,validation_temporal
SJER,2022-01-25,0.3579,validation_temporal
HARV,2022-02-10,0.2233,validation_temporal
SJER,2022-02-10,0.3473,validation_temporal
HARV,2022-02-26,0.2918,validation_temporal
SJER,2022-02-26,0.3255,validation_temporal
HARV,2022-03-14,0.2281,validation_temporal
SJER,2022-03-14,0.323,validation_temporal
HARV,2022-03-30,0.027,validation_temporal
SJER,2022-03-30,0.0247,validation_temporal
HARV,2022-04-15,0.2297,validation_temporal
SJER,2022-04-15,0.2456,validation_temporal
HARV,2022-05-01,0.245,validation_temporal
SJER,2022-05-01,0.2044,validation_temporal
HARV,2022-05-17,0.6970000000000001,validation_temporal
SJER,2022-05-17,0.2056,validation_temporal
HARV,2022-06-02,0.7368,validation_temporal
SJER,2022-06-02,0.1857,validation_temporal
HARV,2022-06-18,0.6362,validation_temporal
SJER,2022-06-18,0.1805,validation_temporal
HARV,2022-07-04,0.6687000000000001,validation_temporal
SJER,2022-07-04,0.1839,validation_temporal
HARV,2022-07-20,0.6932,validation_temporal
SJER,2022-07-20,0.1729,validation_temporal
HARV,2022-08-05,0.7043,validation_temporal
SJER,2022-08-05,0.1973,validation_temporal
HARV,2022-08-21,0.66,validation_temporal
SJER,2022-08-21,0.1872,validation_temporal
HARV,2022-09-06,0.6222,validation_temporal
SJER,2022-09-06,0.1842,validation_temporal
HARV,2022-09-22,0.6612,validation_temporal
SJER,2022-09-22,0.1874,validation_temporal
HARV,2022-10-08,0.424,validation_temporal
SJER,2022-10-08,0.1782,validation_temporal
HARV,2022-10-24,0.26890000000000003,validation_temporal
SJER,2022-10-24,0.1766,validation_temporal
HARV,2022-11-09,0.3018,validation_temporal
SJER,2022-11-09,0.2232,validation_temporal
HARV,2022-11-25,0.2446,validation_temporal
SJER,2022-11-25,0.2503,validation_temporal
HARV,2022-12-11,0.2479,validation_temporal
SJER,2022-12-11,0.3113,validation_temporal
HARV,2022-12-27,0.233,validation_temporal
SJER,2022-12-27,0.3646,validation_temporal
HARV,2023-01-09,0.1197,validation_temporal
SJER,2023-01-09,0.408,validation_temporal
HARV,2023-01-25,0.1419,validation_temporal
SJER,2023-01-25,0.4176,validation_temporal
HARV,2023-02-10,0.2202,validation_temporal
SJER,2023-02-10,0.4158,validation_temporal
HARV,2023-02-26,0.15330000000000002,validation_temporal
SJER,2023-02-26,0.4025,validation_temporal
HARV,2023-03-14,0.2342,validation_temporal
SJER,2023-03-14,0.3922,validation_temporal
HARV,2023-03-30,0.2237,validation_temporal
SJER,2023-03-30,0.4302,validation_temporal
HARV,2023-04-15,0.27740000000000004,validation_temporal
SJER,2023-04-15,0.4262,validation_temporal
HARV,2023-05-01,0.4866,validation_temporal
SJER,2023-05-01,0.3295,validation_temporal
HARV,2023-05-17,0.6293000000000001,validation_temporal
SJER,2023-05-17,0.25630000000000003,validation_temporal
HARV,2023-06-02,0.7225,validation_temporal
SJER,2023-06-02,0.2322,validation_temporal
HARV,2023-06-18,0.7112,validation_temporal
SJER,2023-06-18,0.2136,validation_temporal
HARV,2023-07-04,0.7567,validation_temporal
SJER,2023-07-04,0.2083,validation_temporal
HARV,2023-07-20,0.6673,validation_temporal
SJER,2023-07-20,0.2104,validation_temporal
HARV,2023-08-05,0.6549,validation_temporal
SJER,2023-08-05,0.2211,validation_temporal
HARV,2023-08-21,0.5536,validation_temporal
SJER,2023-08-21,0.1924,validation_temporal
HARV,2023-09-06,0.5654,validation_temporal
SJER,2023-09-06,0.1804,validation_temporal
HARV,2023-09-22,0.4802,validation_temporal
SJER,2023-09-22,0.1866,validation_temporal
HARV,2023-10-08,0.4836,validation_temporal
SJER,2023-10-08,0.1756,validation_temporal
HARV,2023-10-24,0.31370000000000003,validation_temporal
SJER,2023-10-24,0.1902,validation_temporal
HARV,2023-11-09,0.25120000000000003,validation_temporal
SJER,2023-11-09,0.1842,validation_temporal
HARV,2023-11-25,0.2405,validation_temporal
SJER,2023-11-25,0.0926,validation_temporal
HARV,2023-12-11,0.2938,validation_temporal
SJER,2023-12-11,0.1784,validation_temporal
HARV,2023-12-27,0.2375,validation_temporal
SJER,2023-12-27,0.2811,validation_temporal
